station,avg_arr_delay,train_no,days,type
UDVADA,8.0,19417,Daily,MAIL EXPRESS
PARDI,6.0,19417,Daily,MAIL EXPRESS
ATUL,6.0,19417,Daily,MAIL EXPRESS
VALSAD,4.0,19417,Daily,MAIL EXPRESS
DUNGRI,0.0,19417,Daily,MAIL EXPRESS
BILIMORA JN,8.0,19417,Daily,MAIL EXPRESS
AMALSAD,13.0,19417,Daily,MAIL EXPRESS
VEDCHHA,0.0,19417,Daily,MAIL EXPRESS
NAVSARI,13.0,19417,Daily,MAIL EXPRESS
MAROLI,8.0,19417,Daily,MAIL EXPRESS
SACHIN,8.0,19417,Daily,MAIL EXPRESS
BHESTAN,2.0,19417,Daily,MAIL EXPRESS
UDHNA JN,6.0,19417,Daily,MAIL EXPRESS
SURAT,2.0,19417,Daily,MAIL EXPRESS
UTRAN,3.0,19417,Daily,MAIL EXPRESS
KOSAD,3.0,19417,Daily,MAIL EXPRESS
GOTHANGAM,0.0,19417,Daily,MAIL EXPRESS
SAYAN,5.0,19417,Daily,MAIL EXPRESS
KIM,11.0,19417,Daily,MAIL EXPRESS
KOSAMBA JN,16.0,19417,Daily,MAIL EXPRESS
PANOLI,17.0,19417,Daily,MAIL EXPRESS
ANKLESHWAR JN,18.0,19417,Daily,MAIL EXPRESS
BHARUCH JN,20.0,19417,Daily,MAIL EXPRESS
NABIPUR,19.0,19417,Daily,MAIL EXPRESS
VAREDIYA,20.0,19417,Daily,MAIL EXPRESS
VADODARA JN,11.0,19417,Daily,MAIL EXPRESS
ANAND JN,14.0,19417,Daily,MAIL EXPRESS
NADIAD JN,16.0,19417,Daily,MAIL EXPRESS
MAHEMADAVAD KHEDA ROAD,7.0,19417,Daily,MAIL EXPRESS
AHMEDABAD JN,0.0,19417,Daily,MAIL EXPRESS
BORIVALI,26.0,22915,Mon,SUPERFAST
VAPI,10.0,22915,Mon,SUPERFAST
SURAT,0.0,22915,Mon,SUPERFAST
BHARUCH JN,12.0,22915,Mon,SUPERFAST
VADODARA JN,6.0,22915,Mon,SUPERFAST
ANAND JN,0.0,22915,Mon,SUPERFAST
NADIAD JN,0.0,22915,Mon,SUPERFAST
AHMEDABAD JN,0.0,22915,Mon,SUPERFAST
SABARMATI BG,4.0,22915,Mon,SUPERFAST
MAHESANA JN,17.0,22915,Mon,SUPERFAST
PALANPUR JN,0.0,22915,Mon,SUPERFAST
ABU ROAD,5.0,22915,Mon,SUPERFAST
PINDWARA,1.0,22915,Mon,SUPERFAST
FALNA,0.0,22915,Mon,SUPERFAST
RANI,0.0,22915,Mon,SUPERFAST
MARWAR JN,0.0,22915,Mon,SUPERFAST
PALI MARWAR,9.0,22915,Mon,SUPERFAST
JODHPUR JN,33.0,22915,Mon,SUPERFAST
MERTA ROAD JN,31.0,22915,Mon,SUPERFAST
DEGANA JN,8.0,22915,Mon,SUPERFAST
DIDWANA,0.0,22915,Mon,SUPERFAST
LADNUN,1.0,22915,Mon,SUPERFAST
SUJANGARH,3.0,22915,Mon,SUPERFAST
RATANGARH JN,0.0,22915,Mon,SUPERFAST
CHURU,0.0,22915,Mon,SUPERFAST
SADULPUR JN,9.0,22915,Mon,SUPERFAST
HISAR,5.0,22915,Mon,SUPERFAST
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,22107,"Mon,Tue,Thu,Sun",SUPERFAST
DADAR,6.0,22107,"Mon,Tue,Thu,Sun",SUPERFAST
THANE,14.0,22107,"Mon,Tue,Thu,Sun",SUPERFAST
KALYAN JN,15.0,22107,"Mon,Tue,Thu,Sun",SUPERFAST
KARJAT,20.0,22107,"Mon,Tue,Thu,Sun",SUPERFAST
PUNE JN,28.0,22107,"Mon,Tue,Thu,Sun",SUPERFAST
DAUND JN,33.0,22107,"Mon,Tue,Thu,Sun",SUPERFAST
KURDUVADI JN.,33.0,22107,"Mon,Tue,Thu,Sun",SUPERFAST
BARSI TOWN,28.0,22107,"Mon,Tue,Thu,Sun",SUPERFAST
USMANABAD,26.0,22107,"Mon,Tue,Thu,Sun",SUPERFAST
LATUR,0.0,22107,"Mon,Tue,Thu,Sun",SUPERFAST
LOKMANYATILAK,0.0,16345,Daily,MAIL EXPRESS
THANE,6.0,16345,Daily,MAIL EXPRESS
PANVEL,5.0,16345,Daily,MAIL EXPRESS
ROHA,1.0,16345,Daily,MAIL EXPRESS
KHED,21.0,16345,Daily,MAIL EXPRESS
CHIPLUN,34.0,16345,Daily,MAIL EXPRESS
SANGAMESHWAR ROAD,68.0,16345,Daily,MAIL EXPRESS
RATNAGIRI,72.0,16345,Daily,MAIL EXPRESS
KUDAL,103.0,16345,Daily,MAIL EXPRESS
THIVIM,117.0,16345,Daily,MAIL EXPRESS
KARMALI,119.0,16345,Daily,MAIL EXPRESS
MADGAON JUNCTION,78.0,16345,Daily,MAIL EXPRESS
CANACONA,101.0,16345,Daily,MAIL EXPRESS
KARWAR,98.0,16345,Daily,MAIL EXPRESS
KUMTA,97.0,16345,Daily,MAIL EXPRESS
MURDESHWAR,98.0,16345,Daily,MAIL EXPRESS
BHATKAL,95.0,16345,Daily,MAIL EXPRESS
KUNDAPURA,97.0,16345,Daily,MAIL EXPRESS
UDUPI,104.0,16345,Daily,MAIL EXPRESS
SURATHKAL,69.0,16345,Daily,MAIL EXPRESS
MANGALORE JUNCTION,59.0,16345,Daily,MAIL EXPRESS
KASARAGOD,67.0,16345,Daily,MAIL EXPRESS
KANHANGAD,68.0,16345,Daily,MAIL EXPRESS
NILESHWAR,72.0,16345,Daily,MAIL EXPRESS
CHARVATTUR,71.0,16345,Daily,MAIL EXPRESS
PAYYANUR,72.0,16345,Daily,MAIL EXPRESS
KANNAPURAM,73.0,16345,Daily,MAIL EXPRESS
KANNUR,60.0,16345,Daily,MAIL EXPRESS
THALASSERY,64.0,16345,Daily,MAIL EXPRESS
VADAKARA,60.0,16345,Daily,MAIL EXPRESS
KOZHIKKODE,65.0,16345,Daily,MAIL EXPRESS
PARPANANGADI,68.0,16345,Daily,MAIL EXPRESS
TIRUR,64.0,16345,Daily,MAIL EXPRESS
KUTTIPPURAM,60.0,16345,Daily,MAIL EXPRESS
SHORANUR JN,25.0,16345,Daily,MAIL EXPRESS
THRISUR,59.0,16345,Daily,MAIL EXPRESS
ALUVA,60.0,16345,Daily,MAIL EXPRESS
ERNAKULAM JN,68.0,16345,Daily,MAIL EXPRESS
CHERTHALA,74.0,16345,Daily,MAIL EXPRESS
ALAPPUZHA,87.0,16345,Daily,MAIL EXPRESS
AMBALAPPUZHA,95.0,16345,Daily,MAIL EXPRESS
HARIPAD,94.0,16345,Daily,MAIL EXPRESS
KAYANKULAM JN,79.0,16345,Daily,MAIL EXPRESS
KARUNAGAPPALLI,72.0,16345,Daily,MAIL EXPRESS
KOLLAM JN,63.0,16345,Daily,MAIL EXPRESS
VARKALA,65.0,16345,Daily,MAIL EXPRESS
THIRUVANANTHAPURAM CENTRAL,25.0,16345,Daily,MAIL EXPRESS
LOKMANYATILAK,0.0,12201,"Mon,Fri",GARIB RATH
THANE,1.0,12201,"Mon,Fri",GARIB RATH
PANVEL,1.0,12201,"Mon,Fri",GARIB RATH
RATNAGIRI,38.0,12201,"Mon,Fri",GARIB RATH
MADGAON JUNCTION,42.0,12201,"Mon,Fri",GARIB RATH
KARWAR,65.0,12201,"Mon,Fri",GARIB RATH
ANKOLA,70.0,12201,"Mon,Fri",GARIB RATH
UDUPI,39.0,12201,"Mon,Fri",GARIB RATH
MANGALORE JUNCTION,21.0,12201,"Mon,Fri",GARIB RATH
KASARAGOD,28.0,12201,"Mon,Fri",GARIB RATH
KANNUR,21.0,12201,"Mon,Fri",GARIB RATH
KOZHIKKODE,29.0,12201,"Mon,Fri",GARIB RATH
TIRUR,30.0,12201,"Mon,Fri",GARIB RATH
SHORANUR JN,11.0,12201,"Mon,Fri",GARIB RATH
THRISUR,12.0,12201,"Mon,Fri",GARIB RATH
ERNAKULAM TOWN,24.0,12201,"Mon,Fri",GARIB RATH
KOTTAYAM,12.0,12201,"Mon,Fri",GARIB RATH
CHANGANASSERI,10.0,12201,"Mon,Fri",GARIB RATH
TIRUVALLA,12.0,12201,"Mon,Fri",GARIB RATH
CHENGANNUR,12.0,12201,"Mon,Fri",GARIB RATH
KAYANKULAM JN,7.0,12201,"Mon,Fri",GARIB RATH
KOLLAM JN,10.0,12201,"Mon,Fri",GARIB RATH
KOCHUVELI,0.0,12201,"Mon,Fri",GARIB RATH
MUMBAI CENTRAL,0.0,12239,"Tue,Sun",DURONTO EXPRESS
VADODARA JN,22.0,12239,"Tue,Sun",DURONTO EXPRESS
RATLAM JN,3.0,12239,"Tue,Sun",DURONTO EXPRESS
KOTA JN,0.0,12239,"Tue,Sun",DURONTO EXPRESS
SAWAI MADHOPUR,3.0,12239,"Tue,Sun",DURONTO EXPRESS
JAIPUR JN.,35.0,12239,"Tue,Sun",DURONTO EXPRESS
RINGAS JN,47.0,12239,"Tue,Sun",DURONTO EXPRESS
SIKAR JN,22.0,12239,"Tue,Sun",DURONTO EXPRESS
JHUNJHUNU,20.0,12239,"Tue,Sun",DURONTO EXPRESS
LOHARU,0.0,12239,"Tue,Sun",DURONTO EXPRESS
SADULPUR JN,5.0,12239,"Tue,Sun",DURONTO EXPRESS
HISAR,4.0,12239,"Tue,Sun",DURONTO EXPRESS
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,11057,Daily,MAIL EXPRESS
DADAR,26.0,11057,Daily,MAIL EXPRESS
THANE,23.0,11057,Daily,MAIL EXPRESS
KALYAN JN,43.0,11057,Daily,MAIL EXPRESS
KASARA,51.0,11057,Daily,MAIL EXPRESS
DEVLALI,51.0,11057,Daily,MAIL EXPRESS
NASIK ROAD,57.0,11057,Daily,MAIL EXPRESS
MANMAD JN,42.0,11057,Daily,MAIL EXPRESS
CHALISGAON JN,48.0,11057,Daily,MAIL EXPRESS
PACHORA JN,51.0,11057,Daily,MAIL EXPRESS
JALGAON JN,46.0,11057,Daily,MAIL EXPRESS
BHUSAVAL JN,44.0,11057,Daily,MAIL EXPRESS
SAVDA,51.0,11057,Daily,MAIL EXPRESS
RAVER,60.0,11057,Daily,MAIL EXPRESS
BURHANPUR,60.0,11057,Daily,MAIL EXPRESS
NEPANAGAR,58.0,11057,Daily,MAIL EXPRESS
KHANDWA JUNCTION,28.0,11057,Daily,MAIL EXPRESS
TALVADYA,24.0,11057,Daily,MAIL EXPRESS
CHHANERA,27.0,11057,Daily,MAIL EXPRESS
KHIRKIYA,30.0,11057,Daily,MAIL EXPRESS
HARDA,38.0,11057,Daily,MAIL EXPRESS
TIMARNI,40.0,11057,Daily,MAIL EXPRESS
BANAPURA,43.0,11057,Daily,MAIL EXPRESS
ITARSI JN,26.0,11057,Daily,MAIL EXPRESS
NARMADAPURAM,33.0,11057,Daily,MAIL EXPRESS
BUDNI,31.0,11057,Daily,MAIL EXPRESS
OBAIDULLA GANJ,37.0,11057,Daily,MAIL EXPRESS
MANDI DIP,36.0,11057,Daily,MAIL EXPRESS
RANI KAMALAPATI,32.0,11057,Daily,MAIL EXPRESS
BHOPAL,34.0,11057,Daily,MAIL EXPRESS
VIDISHA,51.0,11057,Daily,MAIL EXPRESS
GULABHGANJ,50.0,11057,Daily,MAIL EXPRESS
GANJ BASODA,51.0,11057,Daily,MAIL EXPRESS
MANDI BAMORA,41.0,11057,Daily,MAIL EXPRESS
BINA JN,32.0,11057,Daily,MAIL EXPRESS
DHAURA,37.0,11057,Daily,MAIL EXPRESS
LALITPUR,41.0,11057,Daily,MAIL EXPRESS
TALBAHAT,39.0,11057,Daily,MAIL EXPRESS
BASAI,39.0,11057,Daily,MAIL EXPRESS
BABINA,40.0,11057,Daily,MAIL EXPRESS
VIRANGANA LAKSHMIBAI JHANSI,33.0,11057,Daily,MAIL EXPRESS
DATIA,39.0,11057,Daily,MAIL EXPRESS
DABRA,40.0,11057,Daily,MAIL EXPRESS
GWALIOR,48.0,11057,Daily,MAIL EXPRESS
MORENA,48.0,11057,Daily,MAIL EXPRESS
DHAULPUR,29.0,11057,Daily,MAIL EXPRESS
AGRA CANTT,25.0,11057,Daily,MAIL EXPRESS
MATHURA JN.,37.0,11057,Daily,MAIL EXPRESS
KOSI KALAN,45.0,11057,Daily,MAIL EXPRESS
PALWAL,22.0,11057,Daily,MAIL EXPRESS
FARIDABAD,31.0,11057,Daily,MAIL EXPRESS
HAZRAT NIZAMUDDIN JN,48.0,11057,Daily,MAIL EXPRESS
NEW DELHI,47.0,11057,Daily,MAIL EXPRESS
SUBZI MANDI,61.0,11057,Daily,MAIL EXPRESS
NARELA,62.0,11057,Daily,MAIL EXPRESS
SONIPAT,67.0,11057,Daily,MAIL EXPRESS
GANAUR,70.0,11057,Daily,MAIL EXPRESS
SAMALKHA,74.0,11057,Daily,MAIL EXPRESS
PANIPAT JN,75.0,11057,Daily,MAIL EXPRESS
KARNAL,81.0,11057,Daily,MAIL EXPRESS
NILOKHERI,91.0,11057,Daily,MAIL EXPRESS
KURUKSHETRA JN,103.0,11057,Daily,MAIL EXPRESS
SHAHBAD MARKNDA,137.0,11057,Daily,MAIL EXPRESS
AMBALA CANT JN,126.0,11057,Daily,MAIL EXPRESS
AMBALA CITY,128.0,11057,Daily,MAIL EXPRESS
RAJPURA JN,122.0,11057,Daily,MAIL EXPRESS
PATIALA,126.0,11057,Daily,MAIL EXPRESS
NABHA,126.0,11057,Daily,MAIL EXPRESS
DHURI JN,131.0,11057,Daily,MAIL EXPRESS
MALERKOTLA,123.0,11057,Daily,MAIL EXPRESS
AHMADGARH,127.0,11057,Daily,MAIL EXPRESS
LUDHIANA JN,84.0,11057,Daily,MAIL EXPRESS
PHILLAUR JN,102.0,11057,Daily,MAIL EXPRESS
PHAGWARA JN,93.0,11057,Daily,MAIL EXPRESS
JALANDHAR CANT,108.0,11057,Daily,MAIL EXPRESS
JALANDHAR CITY,108.0,11057,Daily,MAIL EXPRESS
BEAS,108.0,11057,Daily,MAIL EXPRESS
JANDIALA,89.0,11057,Daily,MAIL EXPRESS
AMRITSAR JN,73.0,11057,Daily,MAIL EXPRESS
BANDRA TERMINUS,0.0,09622,Mon,TRAIN ON DEMAND
BORIVALI,21.0,09622,Mon,TRAIN ON DEMAND
VAPI,58.0,09622,Mon,TRAIN ON DEMAND
SURAT,81.0,09622,Mon,TRAIN ON DEMAND
VADODARA JN,85.0,09622,Mon,TRAIN ON DEMAND
RATLAM JN,8.0,09622,Mon,TRAIN ON DEMAND
BHAWANI MANDI,3.0,09622,Mon,TRAIN ON DEMAND
RAMGANJ MANDI,7.0,09622,Mon,TRAIN ON DEMAND
KOTA JN,4.0,09622,Mon,TRAIN ON DEMAND
SAWAI MADHOPUR,0.0,09622,Mon,TRAIN ON DEMAND
JAIPUR JN.,18.0,09622,Mon,TRAIN ON DEMAND
KISHANGARH,0.0,09622,Mon,TRAIN ON DEMAND
AJMER JN,0.0,09622,Mon,TRAIN ON DEMAND
LOKMANYATILAK,0.0,20103,Daily,SUPERFAST
IGATPURI,10.0,20103,Daily,SUPERFAST
BHUSAVAL JN,13.0,20103,Daily,SUPERFAST
KHANDWA JUNCTION,8.0,20103,Daily,SUPERFAST
ITARSI JN,20.0,20103,Daily,SUPERFAST
BHOPAL,14.0,20103,Daily,SUPERFAST
VIRANGANA LAKSHMIBAI JHANSI,41.0,20103,Daily,SUPERFAST
ORAI,59.0,20103,Daily,SUPERFAST
POKHRAYAN,72.0,20103,Daily,SUPERFAST
KANPUR CENTRAL,0.0,20103,Daily,SUPERFAST
AISHBAGH,0.0,20103,Daily,SUPERFAST
BADSHAHNAGAR,0.0,20103,Daily,SUPERFAST
GONDA JN,1.0,20103,Daily,SUPERFAST
MASKANWA,12.0,20103,Daily,SUPERFAST
BABHNAN,22.0,20103,Daily,SUPERFAST
BASTI,28.0,20103,Daily,SUPERFAST
KHALILABAD,29.0,20103,Daily,SUPERFAST
GORAKHPUR JN,6.0,20103,Daily,SUPERFAST
LOKMANYATILAK,0.0,12143,Sun,SUPERFAST
NASIK ROAD,30.0,12143,Sun,SUPERFAST
MANMAD JN,28.0,12143,Sun,SUPERFAST
BHUSAVAL JN,51.0,12143,Sun,SUPERFAST
KHANDWA JUNCTION,16.0,12143,Sun,SUPERFAST
BHOPAL,0.0,12143,Sun,SUPERFAST
BINA JN,8.0,12143,Sun,SUPERFAST
VIRANGANA LAKSHMIBAI JHANSI,12.0,12143,Sun,SUPERFAST
ORAI,21.0,12143,Sun,SUPERFAST
KANPUR CENTRAL,13.0,12143,Sun,SUPERFAST
LUCKNOW,50.0,12143,Sun,SUPERFAST
NIHALGARH,45.0,12143,Sun,SUPERFAST
MUSAFIR KHANA,45.0,12143,Sun,SUPERFAST
SULTANPUR,50.0,12143,Sun,SUPERFAST
MUMBAI CENTRAL,0.0,22945,Daily,SUPERFAST
DADAR,18.0,22945,Daily,SUPERFAST
BORIVALI,22.0,22945,Daily,SUPERFAST
PALGHAR,16.0,22945,Daily,SUPERFAST
VAPI,22.0,22945,Daily,SUPERFAST
VALSAD,23.0,22945,Daily,SUPERFAST
SURAT,17.0,22945,Daily,SUPERFAST
BHARUCH JN,20.0,22945,Daily,SUPERFAST
VADODARA JN,18.0,22945,Daily,SUPERFAST
ANAND JN,23.0,22945,Daily,SUPERFAST
NADIAD JN,21.0,22945,Daily,SUPERFAST
AHMEDABAD JN,2.0,22945,Daily,SUPERFAST
CHANDLODIYA,16.0,22945,Daily,SUPERFAST
VIRAMGAM JN,5.0,22945,Daily,SUPERFAST
LAKHTAR,2.0,22945,Daily,SUPERFAST
SURENDRANAGAR,0.0,22945,Daily,SUPERFAST
THAN JN,11.0,22945,Daily,SUPERFAST
WANKANER JN,10.0,22945,Daily,SUPERFAST
RAJKOT,4.0,22945,Daily,SUPERFAST
PADADHARI,16.0,22945,Daily,SUPERFAST
JAM WANTHALI,26.0,22945,Daily,SUPERFAST
ALIA BADA,30.0,22945,Daily,SUPERFAST
HAPA,30.0,22945,Daily,SUPERFAST
JAMNAGAR,34.0,22945,Daily,SUPERFAST
KANALAS JN,34.0,22945,Daily,SUPERFAST
KHAMBHALIYA,33.0,22945,Daily,SUPERFAST
BHATIYA,26.0,22945,Daily,SUPERFAST
DWARKA,14.0,22945,Daily,SUPERFAST
OKHA,0.0,22945,Daily,SUPERFAST
MUMBAI CENTRAL,0.0,12009,"Mon,Tue,Wed,Thu,Fri,Sat",SHATABDI
BORIVALI,15.0,12009,"Mon,Tue,Wed,Thu,Fri,Sat",SHATABDI
VAPI,19.0,12009,"Mon,Tue,Wed,Thu,Fri,Sat",SHATABDI
SURAT,8.0,12009,"Mon,Tue,Wed,Thu,Fri,Sat",SHATABDI
BHARUCH JN,12.0,12009,"Mon,Tue,Wed,Thu,Fri,Sat",SHATABDI
VADODARA JN,10.0,12009,"Mon,Tue,Wed,Thu,Fri,Sat",SHATABDI
ANAND JN,8.0,12009,"Mon,Tue,Wed,Thu,Fri,Sat",SHATABDI
NADIAD JN,8.0,12009,"Mon,Tue,Wed,Thu,Fri,Sat",SHATABDI
AHMEDABAD JN,2.0,12009,"Mon,Tue,Wed,Thu,Fri,Sat",SHATABDI
BANDRA TERMINUS,0.0,12965,Tue,SUPERFAST
BORIVALI,27.0,12965,Tue,SUPERFAST
SURAT,7.0,12965,Tue,SUPERFAST
VADODARA JN,13.0,12965,Tue,SUPERFAST
ANAND JN,15.0,12965,Tue,SUPERFAST
NADIAD JN,14.0,12965,Tue,SUPERFAST
AHMEDABAD JN,3.0,12965,Tue,SUPERFAST
MAHESANA JN,0.0,12965,Tue,SUPERFAST
PALANPUR JN,0.0,12965,Tue,SUPERFAST
DISA,27.0,12965,Tue,SUPERFAST
BHILDI JN.,29.0,12965,Tue,SUPERFAST
DIYODAR,28.0,12965,Tue,SUPERFAST
RADHANPUR,24.0,12965,Tue,SUPERFAST
ADESAR,35.0,12965,Tue,SUPERFAST
SAMAKHIALI B G,22.0,12965,Tue,SUPERFAST
BHACHAU BG,24.0,12965,Tue,SUPERFAST
GANDHIDHAM BG,16.0,12965,Tue,SUPERFAST
BHUJ,7.0,12965,Tue,SUPERFAST
LOKMANYATILAK,0.0,12153,Thu,SUPERFAST
THANE,14.0,12153,Thu,SUPERFAST
KALYAN JN,15.0,12153,Thu,SUPERFAST
BHUSAVAL JN,0.0,12153,Thu,SUPERFAST
KHANDWA JUNCTION,0.0,12153,Thu,SUPERFAST
HARDA,7.0,12153,Thu,SUPERFAST
ITARSI JN,11.0,12153,Thu,SUPERFAST
NARMADAPURAM,11.0,12153,Thu,SUPERFAST
RANI KAMALAPATI,1.0,12153,Thu,SUPERFAST
DADAR,0.0,14808,"Mon,Wed,Sat",MAIL EXPRESS
BORIVALI,18.0,14808,"Mon,Wed,Sat",MAIL EXPRESS
VAPI,16.0,14808,"Mon,Wed,Sat",MAIL EXPRESS
SURAT,0.0,14808,"Mon,Wed,Sat",MAIL EXPRESS
BHARUCH JN,5.0,14808,"Mon,Wed,Sat",MAIL EXPRESS
VADODARA JN,0.0,14808,"Mon,Wed,Sat",MAIL EXPRESS
AHMEDABAD JN,0.0,14808,"Mon,Wed,Sat",MAIL EXPRESS
SABARMATI BG,8.0,14808,"Mon,Wed,Sat",MAIL EXPRESS
MAHESANA JN,12.0,14808,"Mon,Wed,Sat",MAIL EXPRESS
PATAN,4.0,14808,"Mon,Wed,Sat",MAIL EXPRESS
BHILDI JN.,0.0,14808,"Mon,Wed,Sat",MAIL EXPRESS
DHANERA,0.0,14808,"Mon,Wed,Sat",MAIL EXPRESS
RANIWARA,5.0,14808,"Mon,Wed,Sat",MAIL EXPRESS
MARWAR BHINMAL,6.0,14808,"Mon,Wed,Sat",MAIL EXPRESS
MODRAN,8.0,14808,"Mon,Wed,Sat",MAIL EXPRESS
JALOR,14.0,14808,"Mon,Wed,Sat",MAIL EXPRESS
MOKALSAR,17.0,14808,"Mon,Wed,Sat",MAIL EXPRESS
SAMDHARI JN,22.0,14808,"Mon,Wed,Sat",MAIL EXPRESS
BHAGAT KI KOTHI,7.0,14808,"Mon,Wed,Sat",MAIL EXPRESS
JODHPUR JN,2.0,14808,"Mon,Wed,Sat",MAIL EXPRESS
LOKMANYATILAK,0.0,12219,"Wed,Sat",DURONTO EXPRESS
PUNE JN,92.0,12219,"Wed,Sat",DURONTO EXPRESS
SOLAPUR JN,73.0,12219,"Wed,Sat",DURONTO EXPRESS
WADI,54.0,12219,"Wed,Sat",DURONTO EXPRESS
SECUNDERABAD JN,26.0,12219,"Wed,Sat",DURONTO EXPRESS
LOKMANYATILAK,0.0,12101,"Mon,Tue,Fri,Sat",SUPERFAST
KALYAN JN,47.0,12101,"Mon,Tue,Fri,Sat",SUPERFAST
BHUSAVAL JN,51.0,12101,"Mon,Tue,Fri,Sat",SUPERFAST
AKOLA JN.,55.0,12101,"Mon,Tue,Fri,Sat",SUPERFAST
BADNERA JN.,24.0,12101,"Mon,Tue,Fri,Sat",SUPERFAST
NAGPUR,1.0,12101,"Mon,Tue,Fri,Sat",SUPERFAST
GONDIA JN,16.0,12101,"Mon,Tue,Fri,Sat",SUPERFAST
RAJ NANDGAON,14.0,12101,"Mon,Tue,Fri,Sat",SUPERFAST
DURG,0.0,12101,"Mon,Tue,Fri,Sat",SUPERFAST
RAIPUR JN,2.0,12101,"Mon,Tue,Fri,Sat",SUPERFAST
BILASPUR JN.,0.0,12101,"Mon,Tue,Fri,Sat",SUPERFAST
JHARSUGUDA JN,73.0,12101,"Mon,Tue,Fri,Sat",SUPERFAST
ROURKELA,136.0,12101,"Mon,Tue,Fri,Sat",SUPERFAST
CHAKARADHARPUR,179.0,12101,"Mon,Tue,Fri,Sat",SUPERFAST
TATANAGAR JN,298.0,12101,"Mon,Tue,Fri,Sat",SUPERFAST
KHARAGPUR JN,233.0,12101,"Mon,Tue,Fri,Sat",SUPERFAST
SANTRAGACHI JN,300.0,12101,"Mon,Tue,Fri,Sat",SUPERFAST
SHALIMAR,284.0,12101,"Mon,Tue,Fri,Sat",SUPERFAST
BANDRA TERMINUS,0.0,09724,Thu,TRAIN ON DEMAND
BORIVALI,3.0,09724,Thu,TRAIN ON DEMAND
VAPI,7.0,09724,Thu,TRAIN ON DEMAND
SURAT,0.0,09724,Thu,TRAIN ON DEMAND
VADODARA JN,7.0,09724,Thu,TRAIN ON DEMAND
RATLAM JN,37.0,09724,Thu,TRAIN ON DEMAND
MANDASOR,52.0,09724,Thu,TRAIN ON DEMAND
NIMACH,47.0,09724,Thu,TRAIN ON DEMAND
CHITTAURGARH JN.,0.0,09724,Thu,TRAIN ON DEMAND
BHILWARA,24.0,09724,Thu,TRAIN ON DEMAND
MANDAL,23.0,09724,Thu,TRAIN ON DEMAND
BIJAINAGAR,20.0,09724,Thu,TRAIN ON DEMAND
NASIRABAD,20.0,09724,Thu,TRAIN ON DEMAND
AJMER JN,12.0,09724,Thu,TRAIN ON DEMAND
KISHANGARH,0.0,09724,Thu,TRAIN ON DEMAND
JAIPUR JN.,0.0,09724,Thu,TRAIN ON DEMAND
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,11029,Daily,MAIL EXPRESS
DADAR,265.0,11029,Daily,MAIL EXPRESS
THANE,270.0,11029,Daily,MAIL EXPRESS
KALYAN JN,275.0,11029,Daily,MAIL EXPRESS
NERAL,279.0,11029,Daily,MAIL EXPRESS
LONAVALA,294.0,11029,Daily,MAIL EXPRESS
TALEGAON,302.0,11029,Daily,MAIL EXPRESS
CHINCHVAD,303.0,11029,Daily,MAIL EXPRESS
KHADKI,305.0,11029,Daily,MAIL EXPRESS
SHIVAJI NAGAR,306.0,11029,Daily,MAIL EXPRESS
PUNE JN,305.0,11029,Daily,MAIL EXPRESS
JEJURI,326.0,11029,Daily,MAIL EXPRESS
NIRA,327.0,11029,Daily,MAIL EXPRESS
LONAND,325.0,11029,Daily,MAIL EXPRESS
WATHAR,323.0,11029,Daily,MAIL EXPRESS
SATARA,253.0,11029,Daily,MAIL EXPRESS
KOREGAON,255.0,11029,Daily,MAIL EXPRESS
RAHIMATPUR,264.0,11029,Daily,MAIL EXPRESS
TARGAON,267.0,11029,Daily,MAIL EXPRESS
MASUR,274.0,11029,Daily,MAIL EXPRESS
SHIRAVADE,274.0,11029,Daily,MAIL EXPRESS
KARAD,285.0,11029,Daily,MAIL EXPRESS
KIRLOSKARVADI,293.0,11029,Daily,MAIL EXPRESS
BHILAVDI,293.0,11029,Daily,MAIL EXPRESS
SANGLI,276.0,11029,Daily,MAIL EXPRESS
MIRAJ JN.,283.0,11029,Daily,MAIL EXPRESS
JAYASINGPUR,291.0,11029,Daily,MAIL EXPRESS
HATKANANGALE,294.0,11029,Daily,MAIL EXPRESS
KOLHAPUR,267.0,11029,Daily,MAIL EXPRESS
BANDRA TERMINUS,0.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
BORIVALI,18.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
PALGHAR,22.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
VAPI,20.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
SURAT,23.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
BHARUCH JN,24.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
VADODARA JN,27.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
GODHRA JN,21.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
DAHOD,36.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
MEGHNAGAR,36.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
BAMNIA,39.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
RATLAM JN,45.0,12471,"Mon,Thu,Fri,Sun",SUPERFAST
