station,avg_arr_delay,train_no,days,type
SURAT,22.0,02133,Sat,TRAIN ON DEMAND
VADODARA JN,30.0,02133,Sat,TRAIN ON DEMAND
RATLAM JN,1.0,02133,Sat,TRAIN ON DEMAND
UJJAIN JN,0.0,02133,Sat,TRAIN ON DEMAND
SANT HIRDARAM NAGAR,0.0,02133,Sat,TRAIN ON DEMAND
BHOPAL,62.0,02133,Sat,TRAIN ON DEMAND
NARMADAPURAM,110.0,02133,Sat,TRAIN ON DEMAND
ITARSI JN,98.0,02133,Sat,TRAIN ON DEMAND
PIPARIYA,105.0,02133,Sat,TRAIN ON DEMAND
NARSINGHPUR,118.0,02133,Sat,TRAIN ON DEMAND
JABALPUR,119.0,02133,Sat,TRAIN ON DEMAND
LOKMANYATILAK,0.0,12619,Daily,SUPERFAST
THANE,7.0,12619,Daily,SUPERFAST
PANVEL,12.0,12619,Daily,SUPERFAST
MANGAON,27.0,12619,Daily,SUPERFAST
KHED,70.0,12619,Daily,SUPERFAST
CHIPLUN,81.0,12619,Daily,SUPERFAST
RATNAGIRI,98.0,12619,Daily,SUPERFAST
KUDAL,137.0,12619,Daily,SUPERFAST
MADGAON JUNCTION,99.0,12619,Daily,SUPERFAST
KARWAR,104.0,12619,Daily,SUPERFAST
ANKOLA,107.0,12619,Daily,SUPERFAST
GOKARNA ROAD,104.0,12619,Daily,SUPERFAST
KUMTA,103.0,12619,Daily,SUPERFAST
HONNAVAR,100.0,12619,Daily,SUPERFAST
MURDESHWAR,100.0,12619,Daily,SUPERFAST
BHATKAL,104.0,12619,Daily,SUPERFAST
KUNDAPURA,93.0,12619,Daily,SUPERFAST
BARKUR,97.0,12619,Daily,SUPERFAST
UDUPI,101.0,12619,Daily,SUPERFAST
MULKI,89.0,12619,Daily,SUPERFAST
SURATHKAL,91.0,12619,Daily,SUPERFAST
MANGALORE CENTRAL,39.0,12619,Daily,SUPERFAST
BANDRA TERMINUS,0.0,09097,Sun,TRAIN ON DEMAND
BORIVALI,0.0,09097,Sun,TRAIN ON DEMAND
VAPI,0.0,09097,Sun,TRAIN ON DEMAND
VALSAD,6.0,09097,Sun,TRAIN ON DEMAND
SURAT,0.0,09097,Sun,TRAIN ON DEMAND
VADODARA JN,9.0,09097,Sun,TRAIN ON DEMAND
RATLAM JN,0.0,09097,Sun,TRAIN ON DEMAND
KOTA JN,0.0,09097,Sun,TRAIN ON DEMAND
SAWAI MADHOPUR,3.0,09097,Sun,TRAIN ON DEMAND
GANGAPUR CITY,0.0,09097,Sun,TRAIN ON DEMAND
MATHURA JN.,0.0,09097,Sun,TRAIN ON DEMAND
DELHI SAFDARJNG,6.0,09097,Sun,TRAIN ON DEMAND
AMBALA CANT JN,56.0,09097,Sun,TRAIN ON DEMAND
DHANDARI KALAN,102.0,09097,Sun,TRAIN ON DEMAND
JALANDHAR CANT,124.0,09097,Sun,TRAIN ON DEMAND
PATHANKOT CANTT,61.0,09097,Sun,TRAIN ON DEMAND
JAMMUTAVI,0.0,09097,Sun,TRAIN ON DEMAND
SHRI MATA VAISHNO DEVI KATRA,44.0,09097,Sun,TRAIN ON DEMAND
BANDRA TERMINUS,0.0,12216,"Tue,Wed,Fri,Sun",GARIB RATH
BORIVALI,14.0,12216,"Tue,Wed,Fri,Sun",GARIB RATH
SURAT,4.0,12216,"Tue,Wed,Fri,Sun",GARIB RATH
BHARUCH JN,13.0,12216,"Tue,Wed,Fri,Sun",GARIB RATH
VADODARA JN,19.0,12216,"Tue,Wed,Fri,Sun",GARIB RATH
ANAND JN,26.0,12216,"Tue,Wed,Fri,Sun",GARIB RATH
NADIAD JN,24.0,12216,"Tue,Wed,Fri,Sun",GARIB RATH
AHMEDABAD JN,7.0,12216,"Tue,Wed,Fri,Sun",GARIB RATH
GANDHINAGAR CAPITAL,23.0,12216,"Tue,Wed,Fri,Sun",GARIB RATH
PALANPUR JN,0.0,12216,"Tue,Wed,Fri,Sun",GARIB RATH
ABU ROAD,6.0,12216,"Tue,Wed,Fri,Sun",GARIB RATH
FALNA,7.0,12216,"Tue,Wed,Fri,Sun",GARIB RATH
AJMER JN,0.0,12216,"Tue,Wed,Fri,Sun",GARIB RATH
JAIPUR JN.,19.0,12216,"Tue,Wed,Fri,Sun",GARIB RATH
ALWAR,13.0,12216,"Tue,Wed,Fri,Sun",GARIB RATH
KHAIRTHAL,16.0,12216,"Tue,Wed,Fri,Sun",GARIB RATH
REWARI JN.,2.0,12216,"Tue,Wed,Fri,Sun",GARIB RATH
GURGAON,5.0,12216,"Tue,Wed,Fri,Sun",GARIB RATH
DELHI CANTT,4.0,12216,"Tue,Wed,Fri,Sun",GARIB RATH
DELHI SARAI ROHILLA,0.0,12216,"Tue,Wed,Fri,Sun",GARIB RATH
LOKMANYATILAK,0.0,15647,Fri,MAIL EXPRESS
KALYAN JN,21.0,15647,Fri,MAIL EXPRESS
NASIK ROAD,27.0,15647,Fri,MAIL EXPRESS
MANMAD JN,25.0,15647,Fri,MAIL EXPRESS
BHUSAVAL JN,11.0,15647,Fri,MAIL EXPRESS
BURHANPUR,24.0,15647,Fri,MAIL EXPRESS
KHANDWA JUNCTION,6.0,15647,Fri,MAIL EXPRESS
HARDA,20.0,15647,Fri,MAIL EXPRESS
ITARSI JN,0.0,15647,Fri,MAIL EXPRESS
PIPARIYA,10.0,15647,Fri,MAIL EXPRESS
JABALPUR,15.0,15647,Fri,MAIL EXPRESS
KATNI,31.0,15647,Fri,MAIL EXPRESS
SATNA,27.0,15647,Fri,MAIL EXPRESS
PRAYAGRAJ CHHEOKI,0.0,15647,Fri,MAIL EXPRESS
MIRZAPUR,0.0,15647,Fri,MAIL EXPRESS
PT.DEEN DAYAL UPADHYAYA JN.,0.0,15647,Fri,MAIL EXPRESS
DILDARNAGAR JN,0.0,15647,Fri,MAIL EXPRESS
BUXAR,0.0,15647,Fri,MAIL EXPRESS
DUMRAON,3.0,15647,Fri,MAIL EXPRESS
ARA,0.0,15647,Fri,MAIL EXPRESS
DANAPUR,0.0,15647,Fri,MAIL EXPRESS
PATNA JN,0.0,15647,Fri,MAIL EXPRESS
PATNA SAHEB,5.0,15647,Fri,MAIL EXPRESS
FATUHA,13.0,15647,Fri,MAIL EXPRESS
KHUSROPUR,16.0,15647,Fri,MAIL EXPRESS
BAKHTIYARPUR JN,25.0,15647,Fri,MAIL EXPRESS
BARH,28.0,15647,Fri,MAIL EXPRESS
MOKAMA,26.0,15647,Fri,MAIL EXPRESS
HATHIDAH JN,27.0,15647,Fri,MAIL EXPRESS
BARHIYA,32.0,15647,Fri,MAIL EXPRESS
LUCKEESARAI JN,48.0,15647,Fri,MAIL EXPRESS
KIUL JN,5.0,15647,Fri,MAIL EXPRESS
ABHAIPUR,0.0,15647,Fri,MAIL EXPRESS
JAMALPUR JN,6.0,15647,Fri,MAIL EXPRESS
BARIARPUR,14.0,15647,Fri,MAIL EXPRESS
SULTANGANJ,11.0,15647,Fri,MAIL EXPRESS
BHAGALPUR,1.0,15647,Fri,MAIL EXPRESS
KAHALGAON,2.0,15647,Fri,MAIL EXPRESS
SAHIBGANJ JN,0.0,15647,Fri,MAIL EXPRESS
BARHARWA JN,0.0,15647,Fri,MAIL EXPRESS
NEW FARAKKA JN,6.0,15647,Fri,MAIL EXPRESS
MALDA TOWN,0.0,15647,Fri,MAIL EXPRESS
KISHANGANJ,29.0,15647,Fri,MAIL EXPRESS
NEW JALPAIGURI,39.0,15647,Fri,MAIL EXPRESS
DHUPGURI,43.0,15647,Fri,MAIL EXPRESS
NEW COOCH BEHAR,65.0,15647,Fri,MAIL EXPRESS
NEW ALIPURDUAR,64.0,15647,Fri,MAIL EXPRESS
NEW BONGAIGAON,53.0,15647,Fri,MAIL EXPRESS
BARPETA ROAD,58.0,15647,Fri,MAIL EXPRESS
RANGIYA JN.,44.0,15647,Fri,MAIL EXPRESS
KAMAKHYA,21.0,15647,Fri,MAIL EXPRESS
GUWAHATI,4.0,15647,Fri,MAIL EXPRESS
BANDRA TERMINUS,0.0,20921,Sat,SUPERFAST
BORIVALI,12.0,20921,Sat,SUPERFAST
BOISAR,27.0,20921,Sat,SUPERFAST
VAPI,25.0,20921,Sat,SUPERFAST
SURAT,11.0,20921,Sat,SUPERFAST
BHARUCH JN,37.0,20921,Sat,SUPERFAST
VADODARA JN,34.0,20921,Sat,SUPERFAST
GODHRA JN,41.0,20921,Sat,SUPERFAST
DAHOD,39.0,20921,Sat,SUPERFAST
RATLAM JN,23.0,20921,Sat,SUPERFAST
BHAWANI MANDI,10.0,20921,Sat,SUPERFAST
KOTA JN,7.0,20921,Sat,SUPERFAST
SAWAI MADHOPUR,21.0,20921,Sat,SUPERFAST
BHARATPUR JN,5.0,20921,Sat,SUPERFAST
MATHURA JN.,0.0,20921,Sat,SUPERFAST
HATHRAS CITY,0.0,20921,Sat,SUPERFAST
KASGANJ,7.0,20921,Sat,SUPERFAST
FARRUKHABAD,0.0,20921,Sat,SUPERFAST
KANNAUJ,1.0,20921,Sat,SUPERFAST
KANPUR ANWRGANJ,0.0,20921,Sat,SUPERFAST
KANPUR CENTRAL,0.0,20921,Sat,SUPERFAST
LUCKNOW,9.0,20921,Sat,SUPERFAST
BANDRA TERMINUS,0.0,14702,Daily,MAIL EXPRESS
ANDHERI,12.0,14702,Daily,MAIL EXPRESS
BORIVALI,14.0,14702,Daily,MAIL EXPRESS
DAHANU ROAD,11.0,14702,Daily,MAIL EXPRESS
VAPI,21.0,14702,Daily,MAIL EXPRESS
NAVSARI,17.0,14702,Daily,MAIL EXPRESS
SURAT,7.0,14702,Daily,MAIL EXPRESS
BHARUCH JN,12.0,14702,Daily,MAIL EXPRESS
VADODARA JN,8.0,14702,Daily,MAIL EXPRESS
ANAND JN,7.0,14702,Daily,MAIL EXPRESS
NADIAD JN,7.0,14702,Daily,MAIL EXPRESS
AHMEDABAD JN,0.0,14702,Daily,MAIL EXPRESS
SABARMATI BG,9.0,14702,Daily,MAIL EXPRESS
KALOL,12.0,14702,Daily,MAIL EXPRESS
MAHESANA JN,11.0,14702,Daily,MAIL EXPRESS
UNJHA,22.0,14702,Daily,MAIL EXPRESS
SIDDHPUR,24.0,14702,Daily,MAIL EXPRESS
CHHAPI,21.0,14702,Daily,MAIL EXPRESS
PALANPUR JN,4.0,14702,Daily,MAIL EXPRESS
ABU ROAD,0.0,14702,Daily,MAIL EXPRESS
SWARUPGANJ,0.0,14702,Daily,MAIL EXPRESS
PINDWARA,1.0,14702,Daily,MAIL EXPRESS
NANA,0.0,14702,Daily,MAIL EXPRESS
JAWAI BANDH,0.0,14702,Daily,MAIL EXPRESS
FALNA,0.0,14702,Daily,MAIL EXPRESS
RANI,0.0,14702,Daily,MAIL EXPRESS
SOMESAR,1.0,14702,Daily,MAIL EXPRESS
MARWAR JN,0.0,14702,Daily,MAIL EXPRESS
SOJAT ROAD,2.0,14702,Daily,MAIL EXPRESS
BEAWAR,2.0,14702,Daily,MAIL EXPRESS
AJMER JN,0.0,14702,Daily,MAIL EXPRESS
KISHANGARH,5.0,14702,Daily,MAIL EXPRESS
NARAINA,8.0,14702,Daily,MAIL EXPRESS
PHULERA,11.0,14702,Daily,MAIL EXPRESS
ASALPURJOBNER,13.0,14702,Daily,MAIL EXPRESS
JAIPUR JN.,0.0,14702,Daily,MAIL EXPRESS
DAHAR KA BALAJI,5.0,14702,Daily,MAIL EXPRESS
CHOMUN SAMOD,9.0,14702,Daily,MAIL EXPRESS
GOVINDGARH MALIKPUR,11.0,14702,Daily,MAIL EXPRESS
RINGAS JN,3.0,14702,Daily,MAIL EXPRESS
PALSANA,13.0,14702,Daily,MAIL EXPRESS
SIKAR JN,21.0,14702,Daily,MAIL EXPRESS
LACHHMAN GARH SIKAR,25.0,14702,Daily,MAIL EXPRESS
FATEHPUR-SHEKHAWATI,25.0,14702,Daily,MAIL EXPRESS
BISSAU,8.0,14702,Daily,MAIL EXPRESS
CHURU,0.0,14702,Daily,MAIL EXPRESS
SADULPUR JN,6.0,14702,Daily,MAIL EXPRESS
TAHSIL BHADRA,15.0,14702,Daily,MAIL EXPRESS
NOHAR,16.0,14702,Daily,MAIL EXPRESS
ELLENABAD,15.0,14702,Daily,MAIL EXPRESS
HANUMANGARHTOWN,15.0,14702,Daily,MAIL EXPRESS
HANUMANGARH JN,0.0,14702,Daily,MAIL EXPRESS
SADULSHAHR,12.0,14702,Daily,MAIL EXPRESS
SHRI GANGANAGAR,0.0,14702,Daily,MAIL EXPRESS
LOKMANYATILAK,0.0,11061,Daily,MAIL EXPRESS
THANE,24.0,11061,Daily,MAIL EXPRESS
KALYAN JN,32.0,11061,Daily,MAIL EXPRESS
NASIK ROAD,81.0,11061,Daily,MAIL EXPRESS
MANMAD JN,76.0,11061,Daily,MAIL EXPRESS
CHALISGAON JN,85.0,11061,Daily,MAIL EXPRESS
PACHORA JN,84.0,11061,Daily,MAIL EXPRESS
JALGAON JN,78.0,11061,Daily,MAIL EXPRESS
BHUSAVAL JN,70.0,11061,Daily,MAIL EXPRESS
BURHANPUR,77.0,11061,Daily,MAIL EXPRESS
KHANDWA JUNCTION,54.0,11061,Daily,MAIL EXPRESS
ITARSI JN,48.0,11061,Daily,MAIL EXPRESS
PIPARIYA,50.0,11061,Daily,MAIL EXPRESS
NARSINGHPUR,58.0,11061,Daily,MAIL EXPRESS
JABALPUR,47.0,11061,Daily,MAIL EXPRESS
KATNI,58.0,11061,Daily,MAIL EXPRESS
MAIHAR,70.0,11061,Daily,MAIL EXPRESS
SATNA,74.0,11061,Daily,MAIL EXPRESS
MANIKPUR JN,36.0,11061,Daily,MAIL EXPRESS
NAINI,44.0,11061,Daily,MAIL EXPRESS
PRAYAGRAJ JN,51.0,11061,Daily,MAIL EXPRESS
PRAYAGRAJ RAMBAG,61.0,11061,Daily,MAIL EXPRESS
GYANPUR ROAD,62.0,11061,Daily,MAIL EXPRESS
VARANASI,57.0,11061,Daily,MAIL EXPRESS
VARANASI CITY,69.0,11061,Daily,MAIL EXPRESS
SARNATH,70.0,11061,Daily,MAIL EXPRESS
AUNRIHAR JN.,78.0,11061,Daily,MAIL EXPRESS
GHAZIPUR CITY,74.0,11061,Daily,MAIL EXPRESS
YUSUFPUR,79.0,11061,Daily,MAIL EXPRESS
BALLIA,79.0,11061,Daily,MAIL EXPRESS
SURAIMANPUR,51.0,11061,Daily,MAIL EXPRESS
CHHAPRA,36.0,11061,Daily,MAIL EXPRESS
DIGHWARA,38.0,11061,Daily,MAIL EXPRESS
SONPUR JN,52.0,11061,Daily,MAIL EXPRESS
HAJIPUR JN,63.0,11061,Daily,MAIL EXPRESS
BHAGWANPUR,55.0,11061,Daily,MAIL EXPRESS
MUZAFFARPUR JN,65.0,11061,Daily,MAIL EXPRESS
DHOLI,74.0,11061,Daily,MAIL EXPRESS
SAMASTIPUR JN,34.0,11061,Daily,MAIL EXPRESS
LAHERIA SARAI,49.0,11061,Daily,MAIL EXPRESS
DARBHANGA JN,39.0,11061,Daily,MAIL EXPRESS
SAKRI JN,44.0,11061,Daily,MAIL EXPRESS
MADHUBANI,48.0,11061,Daily,MAIL EXPRESS
JAYNAGAR,8.0,11061,Daily,MAIL EXPRESS
DADAR,0.0,11003,Daily,MAIL EXPRESS
PANVEL,31.0,11003,Daily,MAIL EXPRESS
MANGAON,33.0,11003,Daily,MAIL EXPRESS
VEER,32.0,11003,Daily,MAIL EXPRESS
KHED,40.0,11003,Daily,MAIL EXPRESS
CHIPLUN,27.0,11003,Daily,MAIL EXPRESS
SAWARDA,41.0,11003,Daily,MAIL EXPRESS
ARAVALI ROAD,44.0,11003,Daily,MAIL EXPRESS
SANGAMESHWAR ROAD,47.0,11003,Daily,MAIL EXPRESS
RATNAGIRI,19.0,11003,Daily,MAIL EXPRESS
ADAVALI,43.0,11003,Daily,MAIL EXPRESS
VILAVADE,46.0,11003,Daily,MAIL EXPRESS
RAJAPUR ROAD,55.0,11003,Daily,MAIL EXPRESS
VAIBHAVWADI ROAD,56.0,11003,Daily,MAIL EXPRESS
NANDGAON ROAD,63.0,11003,Daily,MAIL EXPRESS
KANKAVLI,66.0,11003,Daily,MAIL EXPRESS
SINDHUDURG,68.0,11003,Daily,MAIL EXPRESS
KUDAL,70.0,11003,Daily,MAIL EXPRESS
SAWANTWADI ROAD,0.0,11003,Daily,MAIL EXPRESS
MUMBAI CENTRAL,0.0,12961,Daily,SUPERFAST
BORIVALI,18.0,12961,Daily,SUPERFAST
VAPI,31.0,12961,Daily,SUPERFAST
VALSAD,35.0,12961,Daily,SUPERFAST
NAVSARI,36.0,12961,Daily,SUPERFAST
SURAT,15.0,12961,Daily,SUPERFAST
ANKLESHWAR JN,15.0,12961,Daily,SUPERFAST
BHARUCH JN,20.0,12961,Daily,SUPERFAST
VADODARA JN,18.0,12961,Daily,SUPERFAST
GODHRA JN,16.0,12961,Daily,SUPERFAST
DAHOD,22.0,12961,Daily,SUPERFAST
MEGHNAGAR,25.0,12961,Daily,SUPERFAST
THANDLA RD,24.0,12961,Daily,SUPERFAST
BAMNIA,16.0,12961,Daily,SUPERFAST
RATLAM JN,18.0,12961,Daily,SUPERFAST
KHACHROD,25.0,12961,Daily,SUPERFAST
NAGDA JN,22.0,12961,Daily,SUPERFAST
UJJAIN JN,13.0,12961,Daily,SUPERFAST
DEWAS,17.0,12961,Daily,SUPERFAST
INDORE JN,0.0,12961,Daily,SUPERFAST
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
DADAR,27.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
THANE,41.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
KALYAN JN,55.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
KARJAT,51.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
PUNE JN,69.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
DAUND JN,99.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
KURDUVADI JN.,100.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
SOLAPUR JN,113.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
KALABURAGI,95.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
SHAHABAD,95.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
WADI,65.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
YADGIR,69.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
RAICHUR,63.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
MANTHRALAYAM RD,67.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
ADONI,71.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
GUNTAKAL JN,69.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
ANANTAPUR,55.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
DHARMAVARAM JN,41.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
KADIRI,42.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
MADANAPALLE RD,36.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
PILER,44.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
PAKALA JN,10.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
CHITTOOR,72.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
KATPADI JN,40.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
TIRUPATTUR JN,37.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
SAMALPATTI,45.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
SALEM JN,32.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
NAMAKKAL,45.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
KARUR,10.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
DINDIGUL JN,0.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
KODAIKANAL ROAD,24.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
MADURAI JN,37.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
VIRUDUNAGAR JN,33.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
SATUR,32.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
KOVILPATTI,32.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
TIRUNELVELI JN,0.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
NANGUNERI,6.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
VALLIYUR,10.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
NAGERCOIL JUNCTION,0.0,16339,"Tue,Wed,Thu,Sat",MAIL EXPRESS
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,12127,Daily,SUPERFAST
DADAR,13.0,12127,Daily,SUPERFAST
THANE,13.0,12127,Daily,SUPERFAST
LONAVALA,23.0,12127,Daily,SUPERFAST
SHIVAJI NAGAR,30.0,12127,Daily,SUPERFAST
PUNE JN,26.0,12127,Daily,SUPERFAST
LOKMANYATILAK,0.0,12107,"Mon,Wed,Sat",SUPERFAST
THANE,10.0,12107,"Mon,Wed,Sat",SUPERFAST
KALYAN JN,12.0,12107,"Mon,Wed,Sat",SUPERFAST
NASIK ROAD,23.0,12107,"Mon,Wed,Sat",SUPERFAST
BHUSAVAL JN,9.0,12107,"Mon,Wed,Sat",SUPERFAST
BHOPAL,0.0,12107,"Mon,Wed,Sat",SUPERFAST
LALITPUR,23.0,12107,"Mon,Wed,Sat",SUPERFAST
VIRANGANA LAKSHMIBAI JHANSI,11.0,12107,"Mon,Wed,Sat",SUPERFAST
ORAI,29.0,12107,"Mon,Wed,Sat",SUPERFAST
KANPUR CENTRAL,3.0,12107,"Mon,Wed,Sat",SUPERFAST
AISHBAGH,27.0,12107,"Mon,Wed,Sat",SUPERFAST
MOHIBULLAPUR,20.0,12107,"Mon,Wed,Sat",SUPERFAST
SIDHAULI,24.0,12107,"Mon,Wed,Sat",SUPERFAST
SITAPUR JN.,8.0,12107,"Mon,Wed,Sat",SUPERFAST
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,12188,"Tue,Thu,Sun",GARIB RATH
DADAR,10.0,12188,"Tue,Thu,Sun",GARIB RATH
KALYAN JN,18.0,12188,"Tue,Thu,Sun",GARIB RATH
NASIK ROAD,27.0,12188,"Tue,Thu,Sun",GARIB RATH
MANMAD JN,29.0,12188,"Tue,Thu,Sun",GARIB RATH
JALGAON JN,61.0,12188,"Tue,Thu,Sun",GARIB RATH
BHUSAVAL JN,55.0,12188,"Tue,Thu,Sun",GARIB RATH
KHANDWA JUNCTION,22.0,12188,"Tue,Thu,Sun",GARIB RATH
HARDA,27.0,12188,"Tue,Thu,Sun",GARIB RATH
ITARSI JN,20.0,12188,"Tue,Thu,Sun",GARIB RATH
PIPARIYA,26.0,12188,"Tue,Thu,Sun",GARIB RATH
GADARWARA,37.0,12188,"Tue,Thu,Sun",GARIB RATH
NARSINGHPUR,39.0,12188,"Tue,Thu,Sun",GARIB RATH
SRIDHAM,23.0,12188,"Tue,Thu,Sun",GARIB RATH
JABALPUR,2.0,12188,"Tue,Thu,Sun",GARIB RATH
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,22221,Daily,RAJDHANI
KALYAN JN,8.0,22221,Daily,RAJDHANI
NASIK ROAD,21.0,22221,Daily,RAJDHANI
JALGAON JN,14.0,22221,Daily,RAJDHANI
BHOPAL,1.0,22221,Daily,RAJDHANI
VIRANGANA LAKSHMIBAI JHANSI,5.0,22221,Daily,RAJDHANI
GWALIOR,13.0,22221,Daily,RAJDHANI
AGRA CANTT,15.0,22221,Daily,RAJDHANI
HAZRAT NIZAMUDDIN JN,13.0,22221,Daily,RAJDHANI
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,22143,"Wed,Fri,Sat",SUPERFAST
DADAR,67.0,22143,"Wed,Fri,Sat",SUPERFAST
THANE,77.0,22143,"Wed,Fri,Sat",SUPERFAST
KALYAN JN,81.0,22143,"Wed,Fri,Sat",SUPERFAST
KARJAT,89.0,22143,"Wed,Fri,Sat",SUPERFAST
PUNE JN,91.0,22143,"Wed,Fri,Sat",SUPERFAST
DAUND JN,96.0,22143,"Wed,Fri,Sat",SUPERFAST
KURDUVADI JN.,100.0,22143,"Wed,Fri,Sat",SUPERFAST
BARSI TOWN,91.0,22143,"Wed,Fri,Sat",SUPERFAST
USMANABAD,92.0,22143,"Wed,Fri,Sat",SUPERFAST
LATUR,45.0,22143,"Wed,Fri,Sat",SUPERFAST
LATUR ROAD,49.0,22143,"Wed,Fri,Sat",SUPERFAST
UDGIR,87.0,22143,"Wed,Fri,Sat",SUPERFAST
BHALKI,98.0,22143,"Wed,Fri,Sat",SUPERFAST
BIDAR,43.0,22143,"Wed,Fri,Sat",SUPERFAST
MUMBAI CENTRAL,0.0,82901,"Mon,Tue,Wed,Fri,Sat,Sun",TEJAS
BORIVALI,13.0,82901,"Mon,Tue,Wed,Fri,Sat,Sun",TEJAS
VAPI,2.0,82901,"Mon,Tue,Wed,Fri,Sat,Sun",TEJAS
SURAT,4.0,82901,"Mon,Tue,Wed,Fri,Sat,Sun",TEJAS
BHARUCH JN,11.0,82901,"Mon,Tue,Wed,Fri,Sat,Sun",TEJAS
VADODARA JN,9.0,82901,"Mon,Tue,Wed,Fri,Sat,Sun",TEJAS
NADIAD JN,6.0,82901,"Mon,Tue,Wed,Fri,Sat,Sun",TEJAS
AHMEDABAD JN,0.0,82901,"Mon,Tue,Wed,Fri,Sat,Sun",TEJAS
BANDRA TERMINUS,0.0,12959,Sat,SUPERFAST
BORIVALI,12.0,12959,Sat,SUPERFAST
SURAT,1.0,12959,Sat,SUPERFAST
VADODARA JN,8.0,12959,Sat,SUPERFAST
ANAND JN,17.0,12959,Sat,SUPERFAST
NADIAD JN,16.0,12959,Sat,SUPERFAST
AHMEDABAD JN,0.0,12959,Sat,SUPERFAST
MAHESANA JN,0.0,12959,Sat,SUPERFAST
PALANPUR JN,0.0,12959,Sat,SUPERFAST
DISA,23.0,12959,Sat,SUPERFAST
BHILDI JN.,26.0,12959,Sat,SUPERFAST
DIYODAR,22.0,12959,Sat,SUPERFAST
RADHANPUR,23.0,12959,Sat,SUPERFAST
ADESAR,31.0,12959,Sat,SUPERFAST
SAMAKHIALI B G,151.0,12959,Sat,SUPERFAST
BHACHAU BG,163.0,12959,Sat,SUPERFAST
GANDHIDHAM BG,145.0,12959,Sat,SUPERFAST
BHUJ,142.0,12959,Sat,SUPERFAST
MUMBAI CENTRAL,0.0,09183,Wed,TRAIN ON DEMAND
BORIVALI,19.0,09183,Wed,TRAIN ON DEMAND
PALGHAR,21.0,09183,Wed,TRAIN ON DEMAND
VAPI,32.0,09183,Wed,TRAIN ON DEMAND
VALSAD,38.0,09183,Wed,TRAIN ON DEMAND
SURAT,36.0,09183,Wed,TRAIN ON DEMAND
VADODARA JN,87.0,09183,Wed,TRAIN ON DEMAND
RATLAM JN,120.0,09183,Wed,TRAIN ON DEMAND
KOTA JN,150.0,09183,Wed,TRAIN ON DEMAND
SAWAI MADHOPUR,158.0,09183,Wed,TRAIN ON DEMAND
GANGAPUR CITY,156.0,09183,Wed,TRAIN ON DEMAND
BHARATPUR JN,124.0,09183,Wed,TRAIN ON DEMAND
ACHHNERA JN,132.0,09183,Wed,TRAIN ON DEMAND
AGRA FORT,177.0,09183,Wed,TRAIN ON DEMAND
TUNDLA JN,128.0,09183,Wed,TRAIN ON DEMAND
